id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29274766,Studio by the sea,220550356,Murielle,Westmorland,Shediac,46.23574,-64.4576,Private room,80,6,14,2019-09-19,1.50,1,339
29305884,Chambre en famille acadienne #2,84571371,Christian Et Mylene,Gloucester,Saumarez,47.50141,-64.938,Private room,45,1,0,,,2,88
29310750,The Harry Williams House - Downtown Moncton,220439853,Paul,Westmorland,Moncton,46.09144,-64.78627,Entire home/apt,129,1,82,2019-09-11,7.17,1,111
29311766,Centrally Located 1-bedroom Charming Suite,73437325,Valerie,Westmorland,Moncton,46.10043,-64.79764,Entire home/apt,76,1,43,2019-09-22,7.13,1,30
29336814,Miles of Happiness,63164978,Sandee,York,Fredericton,45.96242,-66.62267,Entire home/apt,90,1,26,2019-09-23,2.47,1,0
29337608,Oyster Bay Retreat.,201368557,Alexandra,Kent,Dundas,46.29896,-64.5617,Entire home/apt,106,7,0,,,1,179
29339889,❤ Bedroom Loft ❤  close to downtown center,36814869,Brian + Connie,Westmorland,Moncton,46.08964,-64.79167,Private room,49,1,8,2019-04-15,0.71,12,0
29356209,Entire Guest Suite - Atlantic Studio Suite,176573099,John W.,Albert,Coverdale,46.06828,-64.75695,Private room,54,1,42,2019-09-23,3.76,1,64
29408245,BRIGHT & COZY all you need in Fredericton,221529946,Xavier,York,Fredericton,45.96274,-66.73212,Private room,45,1,7,2019-09-20,0.62,1,5
29415885,Bright spacious 3 bdrm cottage steps to the beach,73182947,Michel,Westmorland,Shediac,46.23207,-64.40402,Entire home/apt,200,3,8,2019-08-14,2.79,1,53
29417107,Tiny House on the Farm,156661979,David,Westmorland,Salisbury,46.05369,-65.13537,Entire home/apt,76,1,10,2019-08-25,3.53,2,303
29509992,Lovers Lane Oceanside Retreat,214991356,Sonia,Kent,Dundas,46.33534,-64.61174,Entire home/apt,210,3,4,2019-08-25,2.14,2,78
29592717,Million dollar view.,222758909,Danny,York,Fredericton,45.93021,-66.62422,Entire home/apt,80,2,40,2019-09-20,3.66,1,142
29596800,Central Private Cozy Apartment,194586429,Nathalie,Westmorland,Moncton,46.10506,-64.76661,Entire home/apt,54,1,70,2019-09-23,6.84,1,104
29628760,"2 Double beds, 1 Block to Main St. & Avenir Centre",201685066,Shane,Westmorland,Moncton,46.08915,-64.78505,Private room,50,1,47,2019-09-17,4.27,9,357
29657042,Haven of Rest Unit # 2 of 2 Units,193512275,Judy,Sunbury,Lincoln,45.84741,-66.5627,Entire home/apt,99,1,24,2019-09-02,2.18,6,44
29664358,Casa de Natu,184861857,Natu,York,Fredericton,45.94367,-66.6938,Private room,31,1,45,2019-09-23,4.19,1,88
29705364,240 Main Street,223535443,Hilery,Victoria,Gordon,46.90857,-67.39479,Entire home/apt,150,3,0,,,1,365
29722870,Eau Soleil Levant - Waterfront relaxing oasis.,223623814,Suzie,Gloucester,Beresford,47.75645,-65.7128,Entire home/apt,125,2,7,2019-09-20,0.83,1,57
29731460,Maison avec vue sur la Baie de Caraquet et spa,38687467,Mai,Gloucester,Caraquet,47.77166,-65.00145,Entire home/apt,145,2,27,2019-09-26,2.52,1,13
29735241,Spacious Executive Suite,223698168,Bernie,Westmorland,Moncton,46.10104,-64.83393,Entire home/apt,99,2,17,2019-09-17,2.03,2,337
29761278,Falls Retreat,223911143,Stephane,Victoria,Grand Falls Town,47.04883,-67.7403,Entire home/apt,199,1,50,2019-09-21,5.10,3,357
29801161,Victorian Elegance: The Yellow House - Quoddy Room,167910122,Carol & Alex,Charlotte,Saint Stephen,45.19364,-67.28568,Private room,95,1,19,2019-09-25,2.92,2,27
29816962,"""The PW"" Executive Uptown Condo in Historic Bldg",120950763,Susan,Saint John,City of Saint John,45.27102,-66.06086,Entire home/apt,119,1,44,2019-09-12,6.53,5,236
29874070,Keillor-Suite-Superior-Ensuite with Bath-Countryside view,224655445,Jeff And Marisca,Westmorland,Dorchester,45.89709,-64.51328,Private room,220,1,3,2019-08-31,0.94,3,363
29876630,Wilson's Resort- Main Lodge,98021600,Keith,Northumberland,Ludlow,46.50486,-66.30974,Entire home/apt,800,1,7,2019-08-26,0.81,1,362
29879877,Seely Street Bed & Breakfast,224697280,Garth,Saint John,City of Saint John,45.2856,-66.05754,Private room,126,1,0,,,1,273
29883334,Chalet sur le bord de l'eau / Waterfront cottage,207536316,Philippe,Gloucester,Saumarez,47.53015,-64.94078,Entire home/apt,125,1,58,2019-09-24,5.72,1,344
29916873,Smelt Shack /  La Caban a Eplan,52569555,Mathieu Leclair,Northumberland,Alnwick,47.25591,-65.06139,Private room,119,2,0,,,2,356
29927343,Upscale Uptown Boutique Apartment,225015943,Shauna,Saint John,City of Saint John,45.27079,-66.0594,Entire home/apt,141,1,74,2019-09-24,10.99,1,165
29928244,Cloney's Cottage,192826996,Kristan & Josh,Charlotte,Saint David,45.22522,-67.1758,Entire home/apt,195,3,12,2019-09-15,2.83,1,148
29941867,Spectacular beach house,225114479,Michael,Westmorland,Shediac,46.22649,-64.34463,Entire home/apt,550,7,1,2018-12-01,0.10,1,180
29955710,Sackville Home with a Maritime History,217747065,Jon,Westmorland,Sackville,45.89068,-64.37236,Private room,54,1,50,2019-09-23,4.90,1,141
29991551,First Eel Lake View Retreat,154248735,Ashley,York,North Lake,45.86253,-67.67271,Entire home/apt,60,2,0,,,2,117
30010759,3 Bedroom Century House Downtown,218782851,Brad,York,Fredericton,45.96067,-66.65068,Entire home/apt,141,1,46,2019-09-15,4.83,1,151
30010861,★5-Star Comfy Hideaway near Restaurants + Avenir★,36814869,Brian + Connie,Westmorland,Moncton,46.09262,-64.7779,Entire home/apt,53,1,84,2019-09-23,9.51,12,342
30011720,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.22007,-64.54818,Hotel room,160,1,5,2019-08-29,1.69,28,167
30011919,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.22006,-64.54803,Hotel room,160,1,0,,,28,165
30012023,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.21865,-64.54817,Hotel room,160,1,1,2019-07-07,0.36,28,168
30012239,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.21864,-64.54699,Hotel room,160,1,1,2019-06-23,0.31,28,168
30012306,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.21855,-64.54823,Hotel room,160,1,2,2019-08-15,0.72,28,168
30012409,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.22017,-64.54848,Hotel room,160,1,0,,,28,169
30012464,Hôtel du Vieux Port by Bower Hotels & Suites,4000300,Thierry,Westmorland,Shediac,46.21875,-64.54638,Hotel room,160,1,1,2019-09-03,1,28,169
30015406,"3Br Beautiful house, 10mins to downtown Moncton",150019754,Terry,Westmorland,Moncton,46.11342,-64.82154,Entire home/apt,150,1,86,2019-09-23,11.03,1,8
30017658,Enjoy 2BR  DT w/patio 3min walk from Gahan House,36814869,Brian + Connie,Westmorland,Moncton,46.09531,-64.7783,Entire home/apt,69,1,35,2019-09-23,11.67,12,343
30039745,Sweet 2 bedroom right on Prince William with AC!,50511831,Historica,Saint John,City of Saint John,45.27118,-66.06132,Entire home/apt,109,2,16,2019-09-14,1.57,12,1
30040076,Trendy 1 Bedroom Right Uptown on King,50511831,Historica,Saint John,City of Saint John,45.27404,-66.05844,Entire home/apt,99,2,21,2019-09-25,2.00,12,25
30067299,Cozy Room in Saint John Flat,202141762,Naomi,Saint John,City of Saint John,45.27376,-66.08862,Private room,49,1,3,2019-09-24,0.60,1,159
30069167,Beans Dream,225966711,Kevin & Christina,Kent,Dundas,46.3504,-64.53635,Entire home/apt,192,2,7,2019-09-22,1.89,1,82
30123167,Double Queen Room Historic Inn,226336204,Michael,Northumberland,Nelson,46.9829,-65.55385,Private room,99,1,7,2019-09-15,0.96,3,362
30125777,12×8 Cozy Ocean Side Rustic Cabin,70652859,Kipani,Gloucester,Bathurst,47.6587,-65.59496,Entire home/apt,68,1,2,2019-06-25,0.22,1,63
30128393,The Little House,226385015,Carrie,York,Fredericton,45.97653,-66.71948,Entire home/apt,105,1,69,2019-09-22,8.70,1,345
30130011,Central Saint Andrews Updated Heritage Home,176287739,Hannah,Charlotte,Saint Andrews,45.07637,-67.0512,Entire home/apt,375,4,5,2019-09-09,1.79,1,12
30144005,Beaubear Manor,226336204,Michael,Northumberland,Nelson,46.98136,-65.55301,Entire home/apt,115,1,19,2019-09-22,2.18,3,363
30144277,"The Carlton in Quispamsis, 1 bedroom plus office",194052291,Christel,Kings,Rothesay,45.43527,-65.96355,Entire home/apt,80,1,14,2019-09-15,5.45,1,0
30156426,Beautiful West End,225159278,Art & Anick,Westmorland,Moncton,46.0872,-64.79967,Entire home/apt,99,1,11,2019-09-11,11,1,63
30163243,睡眠宝宝床,59023158,Lili,York,North Lake,45.82394,-67.734,Private room,52,15,0,,,1,179
30205451,Spectacular Oceanfront Beach House,226876809,Christine,Charlotte,Pennfield,45.11022,-66.5812,Entire home/apt,249,7,5,2019-08-24,1.95,1,345
30267420,3 Bedroom Family Home,227320838,Stephanie,Westmorland,Moncton,46.10159,-64.80149,Entire home/apt,95,2,8,2019-08-30,0.85,1,25
30268469,Tegan's Sea Side Cottage,29735905,Daniel,Kent,Dundas,46.36073,-64.54664,Entire home/apt,119,7,4,2019-09-17,2.14,1,365
30270371,Beach house,178135108,Steven,Northumberland,Chatham,47.07345,-65.3661,Entire home/apt,119,1,18,2019-08-30,4.86,2,306
30294380,NEW A unique adventure in a cozy church,193525307,Mike,Kings,Westfield,45.36586,-66.21025,Entire home/apt,70,2,3,2019-09-02,2.05,2,87
30295185,Beach House - 2 bedrooms,227536994,Jasmine,Gloucester,Bathurst,47.65368,-65.60744,Entire home/apt,160,1,17,2019-09-22,1.75,3,50
30317315,Whispering Willow,199006758,Richard And Shelley,Westmorland,Shediac,46.15706,-64.56397,Entire home/apt,576,3,2,2019-08-02,0.80,1,339
30402316,Historical Church Cottage - Corporate Retreat,71024291,Danny And Jo-Anne,Westmorland,Moncton,46.05582,-64.98914,Entire home/apt,650,1,2,2019-07-28,0.41,1,71
30405572,Castle Manor Unit 101 - several units available,228309028,Jay,Westmorland,Moncton,46.09712,-64.78488,Entire home/apt,200,1,56,2019-09-22,5.87,8,87
30440221,Lake Side cabin on private lake great fishing.,228552188,Brian And Norma,Saint John,Saint Martins,45.40226,-65.61171,Entire home/apt,115,2,21,2019-09-14,5.08,1,35
30460410,Chimney Room,73903767,Ghislain,Gloucester,Saumarez,47.51064,-64.90975,Private room,52,1,7,2019-08-24,1.47,3,365
30463531,Private Suite  Close to Casino and Magic Mountain,197375175,Keith & Wanda,Westmorland,Moncton,46.12221,-64.86819,Entire home/apt,54,1,99,2019-09-23,10.46,1,230
30495841,Clean bright spacious 2 bedroom apartment.,87601995,Shannon,York,Fredericton,45.94759,-66.65182,Entire home/apt,99,2,22,2019-09-15,2.53,2,337
30528219,4 SEASON COTTAGE FOR RENT ON THE BELLEISLE BAY,228917403,Jean,Kings,Springfield,45.65295,-65.86174,Entire home/apt,300,2,2,2019-08-12,0.32,2,363
30544812,1847 Historic House -Evangeline's Suite,36057673,Melanie And Santos,Albert,Harvey,45.72281,-64.70531,Private room,70,1,38,2019-09-23,10.09,1,330
30551605,"Large 2 Bedroom Apartment, located above Steamers.",229227076,Roy,Saint John,City of Saint John,45.271,-66.06224,Entire home/apt,175,1,63,2019-09-09,7.68,1,69
30554337,Elm Tree River cottage near Petit Rocher,229246383,Denis,Gloucester,Beresford,47.80943,-65.75201,Entire home/apt,80,1,17,2019-09-22,1.95,3,328
30555816,Private Space w/DIY Bkfast on Riverfront Acreage,30419642,Jessica,Westmorland,Shediac,46.19976,-64.34416,Private room,20,1,19,2019-09-02,2.74,1,53
30558279,Executive Penthouse with city panoramic view !!!,77563029,Jesus & Morella,Albert,Coverdale,46.07531,-64.77778,Entire home/apt,175,2,61,2019-09-23,6.51,3,350
30690572,Campobello Island  Dream,185548019,Shelley,Charlotte,Campobello,44.90143,-66.95704,Entire home/apt,179,2,4,2019-08-26,1.32,1,177
30706722,3 Bedrm bungalow Walk to Moncton City Hospital!,93644538,Lorraine,Westmorland,Moncton,46.10824,-64.81286,Entire home/apt,109,2,7,2019-08-21,0.77,13,8
30712096,Waterfront Bungalow Baie de Bouctouche,82197204,Sunjit,Kent,Wellington,46.517,-64.68383,Entire home/apt,149,1,10,2019-08-19,3.41,2,96
30712992,STYLISH 1BD in DT near restaurants & Avenir Center,36814869,Brian + Connie,Westmorland,Moncton,46.09386,-64.77748,Entire home/apt,49,1,73,2019-09-12,10.48,12,343
30736702,3Brd Home with AC Close to Downtown and  Coliseum,230043338,Richard,Westmorland,Moncton,46.10039,-64.83156,Entire home/apt,99,2,28,2019-09-15,3.35,1,37
30743546,Private room Queen bed - Shared Beach House,227536994,Jasmine,Gloucester,Bathurst,47.65483,-65.60669,Private room,85,1,0,,,3,137
30743940,Private room twin bed - Shared Beach House,227536994,Jasmine,Gloucester,Bathurst,47.65539,-65.60545,Private room,80,1,2,2019-09-03,0.50,3,136
30751648,Amazing private bachelor suite in Central Moncton!,38648418,Denis,Westmorland,Moncton,46.11163,-64.82714,Private room,50,1,83,2019-09-21,10.33,2,81
30758623,Beautiful House with spectacular views & location,40161453,Eric,Saint John,City of Saint John,45.28681,-66.05503,Entire home/apt,485,2,4,2019-09-02,1.24,1,21
30767045,Awesome 1 Bedroom in Best Location on Canterbury!,50511831,Historica,Saint John,City of Saint John,45.27129,-66.06148,Entire home/apt,89,2,16,2019-09-22,1.71,12,25
30771622,Hightide cottage,114394820,Luc,Westmorland,Shediac,46.23928,-64.5221,Entire home/apt,76,2,8,2019-07-14,1.44,1,54
30790546,Broadleaf Glamping (Cape Enrage Lighthouse ),230363642,Wendy,Albert,Hopewell,45.76228,-64.70994,Entire home/apt,200,2,17,2019-09-12,2.29,10,341
30791594,Broadleaf Glamping (Shepody River Covered Bridge),230363642,Wendy,Albert,Hopewell,45.76238,-64.70775,Entire home/apt,200,2,7,2019-08-18,2.23,10,359
30793322,Miramichi Lodge,230380100,Delmer And Judy,Northumberland,Blissfield,46.56049,-66.12553,Entire home/apt,119,1,5,2019-08-25,0.65,1,363
30808016,King River View Room Historic Inn,226336204,Michael,Northumberland,Nelson,46.98084,-65.55529,Private room,139,1,12,2019-09-15,1.31,3,361
30808566,Lovely 1-bedroom in the Heart of Downtown,191923218,Emily And Jim,York,Fredericton,45.95993,-66.64279,Entire home/apt,90,2,20,2019-09-19,2.24,3,356
30859417,Ocean View Cottage - Near Shediac & Parlee Beach,230717305,Dominique,Westmorland,Shediac,46.23529,-64.45957,Entire home/apt,142,7,5,2019-07-28,1.49,1,299
30889562,Godin/Rioux,148057080,Steve,Gloucester,Beresford,47.70902,-65.69767,Entire home/apt,145,2,1,2019-01-13,0.12,1,199
30909060,Your Own Cozy Apartment,230990630,Guillaume,Westmorland,Moncton,46.08441,-64.72818,Entire home/apt,64,2,39,2019-09-16,4.35,1,33
30924909,"Crawford Beach House, Summer Vacation Rental",111182922,Olivia,Westmorland,Botsford,46.16344,-63.92807,Entire home/apt,130,7,1,2019-07-28,0.48,1,85
30933453,Comfy house with a breathtaking waterfront view,231146396,Venyse,Gloucester,Beresford,47.70383,-65.69612,Entire home/apt,90,6,13,2019-08-15,1.64,1,53
30956659,Relax Inn - 10 minutes from Moncton,231314056,Charlene & Mike,Westmorland,Moncton,46.08561,-64.97349,Entire home/apt,80,1,45,2019-09-17,4.96,1,145
30962432,La petite malbaie,146538784,Laura,Gloucester,Shippagan,47.74537,-64.71605,Entire home/apt,95,2,24,2019-09-17,3.04,1,352
30963509,"Olde Bank- Water Street in Lubec, Maine",223702899,Nicole,Charlotte,Campobello,44.85708,-66.981,Entire home/apt,146,2,5,2019-09-16,2.73,4,108
31022869,Downtown condominium with Jacuzzi !!lovers retreat,71971721,Aymen,Westmorland,Moncton,46.09195,-64.77247,Entire home/apt,69,1,65,2019-09-21,7.01,8,361
31113211,Beach Front Yurt,222180385,Nancy,Westmorland,Botsford,46.08828,-63.8158,Entire home/apt,170,1,15,2019-09-24,4.64,2,84
31187194,"Sunny, Bright & Quiet in the heart of DT Moncton",51830290,Skander,Westmorland,Moncton,46.08652,-64.78509,Entire home/apt,99,1,3,2019-09-11,0.37,2,78
31202285,Chambre confortable àTide Head! (Chambre #1),188841997,Manon,Restigouche,Addington,47.97715,-66.77112,Private room,64,1,16,2019-09-21,2.07,2,266
31204040,Oceanfront with sandy beach in Ste-Anne-de-Kent,5308915,Peter,Kent,Wellington,46.57995,-64.72267,Entire home/apt,257,5,6,2019-09-13,2.61,1,98
31258336,4 Season 1 unit Cottage for Rent,228917403,Jean,Kings,Springfield,45.6529,-65.86248,Entire home/apt,200,2,1,2019-02-18,0.14,2,343
31261009,Comfortable 2 bedroom apartment,214388672,William,Northumberland,Hardwicke,47.03155,-65.01644,Entire home/apt,88,1,23,2019-09-22,3.25,1,356
31267220,Cozy Downtown apartment with a Jacuzzi bath Tub,71971721,Aymen,Westmorland,Moncton,46.09186,-64.77309,Entire home/apt,69,1,42,2019-09-10,4.72,8,362
31298459,Brennan's Retreat,213029001,Keith,Saint John,City of Saint John,45.2921,-66.03203,Entire home/apt,110,1,30,2019-09-26,16.36,1,341
31308560,Cozy 2 Bedroom Apartment in an Ideal Location!,52189779,Aaron,York,Fredericton,45.9648,-66.61457,Entire home/apt,90,1,78,2019-09-25,9.07,1,135
31314564,Private Waterfront Guest Suite   (No Cleaning Fee),108296569,Cathy & Bob,Northumberland,Chatham,47.01253,-65.52253,Entire home/apt,76,1,55,2019-09-10,11.79,1,354
31315078,Superbe résidence au coeur de Caraquet,127421797,Stephane,Gloucester,Caraquet,47.78879,-64.95576,Entire home/apt,125,1,14,2019-09-14,1.64,1,86
31317566,The Uptown Suite: Spacious & Central Two Bedroom,3126724,Catherine & Matt,Saint John,City of Saint John,45.27655,-66.05903,Entire home/apt,76,1,31,2019-09-12,4.08,2,189
31326990,"Beautiful Bed w/Private Bath Downtown Shediac, NB",228287850,Rodney,Westmorland,Shediac,46.22006,-64.53732,Private room,119,1,4,2019-08-25,1.45,2,270
31327682,Storeytown Cottages Kitchenette Suite #3,25111766,Christine & Jeremie,Northumberland,Blissfield,46.55016,-66.16646,Private room,130,1,0,,,8,328
31328701,Storeytown Cottages Kitchenette Suite #4,25111766,Christine & Jeremie,Northumberland,Blissfield,46.54802,-66.16658,Private room,141,1,0,,,8,334
31332382,Castle Manor Unit 201 - several units available,228309028,Jay,Westmorland,Moncton,46.09563,-64.78664,Entire home/apt,206,1,29,2019-09-11,3.45,8,86
31334088,Brand New Townhouse!,77563029,Jesus & Morella,Albert,Coverdale,46.07041,-64.75887,Entire home/apt,95,2,13,2019-08-28,1.48,3,57
31350551,Pam’s Place,234736663,Pamela,Charlotte,Grand Manan,44.6534,-66.83207,Private room,80,1,31,2019-09-24,5.17,1,362
31355705,Superbe chalet sur le bord de la mer,115795779,Turmel,Gloucester,Shippagan,47.86326,-64.53247,Entire home/apt,150,2,15,2019-09-15,4.50,1,16
31359582,"Private room, free parking, private entrance.",234828934,Kevin,Westmorland,Moncton,46.08632,-64.80163,Entire home/apt,48,1,74,2019-09-22,8.74,1,59
31359977,Lank Estate,169589672,Clayton,Charlotte,Campobello,44.9015,-66.95331,Private room,80,1,16,2019-09-02,3.16,1,268
31360850,Spacious & Stunning 3 Bedroom Heritage Home,120804540,Kristen,Saint John,City of Saint John,45.27301,-66.05327,Entire home/apt,195,1,36,2019-09-22,4.68,1,252
31376963,Lovely Apartment close to downtown Moncton,234984743,Linda,Westmorland,Moncton,46.09526,-64.78106,Entire home/apt,80,2,56,2019-09-22,6.61,1,150
31378467,CLEAN/Modern 4 Bedroom Home 5min from Airport/Mall,207772554,Donald,Westmorland,Moncton,46.08954,-64.71562,Entire home/apt,89,1,41,2019-09-02,4.90,1,36
31404497,Downtown Moncton -Boho Chic Hip Duplex,131705896,Yav,Westmorland,Moncton,46.09647,-64.78937,Entire home/apt,76,2,11,2019-08-23,1.31,1,177
31411652,Greenslades - Historic 3 Bedroom House,15564049,Andrew,Westmorland,Sackville,45.89543,-64.36062,Entire home/apt,118,1,15,2019-09-03,3.08,1,70
31412369,Enjoy a superbe full  2 Bdrm Apt!!,180487633,Angèle,Westmorland,Moncton,46.10182,-64.68584,Entire home/apt,76,1,39,2019-09-01,5.57,1,163
31415324,NB Vacation Haven,235314064,Ann,York,New Maryland,45.89766,-66.68938,Entire home/apt,175,3,9,2019-09-04,1.71,1,174
31417500,"Modern private bed/bath,  self check in & snacks",53807519,Ashlee,Saint John,City of Saint John,45.29918,-66.09218,Private room,49,1,24,2019-09-21,8.89,1,1
31428489,Kapusta (Sunset) 2 Bedroom cottage,99773574,Joe,Northumberland,Northesk,46.96062,-65.74267,Entire home/apt,160,1,2,2019-06-06,0.48,2,138
31433528,"Entire home downtown in St. Andrews, NB",16587869,Michelle,Charlotte,Saint Andrews,45.07592,-67.05314,Entire home/apt,350,4,1,2019-08-04,0.55,1,55
31437858,Maison Chiasson 3 (A),49892961,Yves,Gloucester,Shippagan,47.73862,-64.62216,Entire home/apt,170,7,0,,,5,32
31466928,Waterfront Cottage...the bay is only 10 meter away,187157805,Gino,Gloucester,Shippagan,47.7541,-64.74408,Entire home/apt,123,1,7,2019-07-10,0.94,1,81
31505156,Parlee  Beach Cottage,236054659,Sandra,Westmorland,Shediac,46.23213,-64.50642,Entire home/apt,145,7,1,2019-08-10,0.61,1,365
31535585,Cozy house in great location,73094244,Janet,Madawaska,Madawaska,47.37835,-68.33311,Entire home/apt,125,1,20,2019-09-15,2.38,1,56
31541676,Chalet à louer,236404270,Linda,Gloucester,Shippagan,47.75692,-64.7234,Entire home/apt,119,2,5,2019-09-01,1.61,1,179
31541979,Chez Eric et Suzie,103193312,Eric,Gloucester,Beresford,47.76604,-65.77437,Private room,50,1,2,2019-06-17,0.24,1,77
31560442,"Lake Front Paradise on SQUARE LAKE
$160.00 a night",99740828,Susan,Westmorland,Botsford,46.14266,-64.24394,Entire home/apt,160,1,0,,,1,365
31568852,Broadway Oasis,223911143,Stephane,Victoria,Grand Falls Town,47.04848,-67.7397,Entire home/apt,130,1,20,2019-09-14,3.11,3,362
31582410,C'Mon Inn Hostel,42064769,Nikolas,Westmorland,Moncton,46.09076,-64.78439,Private room,60,1,0,,,4,269
31624880,"Comfortable room with closet,queen size bed,Uptown",210010168,J J,Saint John,City of Saint John,45.27394,-66.0549,Private room,49,1,73,2019-09-23,10.09,4,169
31625126,Cute room Great location!,210010168,J J,Saint John,City of Saint John,45.27237,-66.05456,Private room,34,1,48,2019-09-22,6.79,4,82
31625341,"Spacious private rooms , Up town",210010168,J J,Saint John,City of Saint John,45.27374,-66.05306,Private room,38,1,74,2019-09-21,13.37,4,55
31639270,"The Rainford Townhouse @ Casino NB, Magic Mountain",198744063,Steve,Westmorland,Moncton,46.12466,-64.8738,Entire home/apt,149,3,11,2019-09-23,1.49,1,343
31650287,La Maison à Mémère Maillet,165788026,Gisele,Kent,Saint-Louis,46.74625,-64.98748,Entire home/apt,142,2,9,2019-09-02,3.55,1,365
31652926,BeachHouse with Amazing Views,92787376,Marc-André,Westmorland,Shediac,46.22855,-64.52504,Entire home/apt,149,5,5,2019-09-26,2.34,1,8
31672165,C'Mon Inn Hostel,42064769,Nikolas,Westmorland,Moncton,46.08947,-64.78423,Shared room,60,1,0,,,4,269
31672353,C'Mon Inn Hostel,42064769,Nikolas,Westmorland,Moncton,46.08944,-64.78447,Shared room,60,1,0,,,4,269
31672440,C'Mon Inn Hostel,42064769,Nikolas,Westmorland,Moncton,46.08964,-64.78545,Shared room,60,1,0,,,4,269
31674568,"Serenity (4 bdrms, 3 bthrms, and 1 office)",237495005,Sarah,Albert,Hillsborough,45.92308,-64.65582,Entire home/apt,249,3,6,2019-08-13,2.40,1,62
31705655,R & R Cabin Experience,237778927,Rosalie And Rod,Gloucester,Inkerman,47.65103,-64.83996,Private room,80,2,9,2019-09-01,3.03,2,362
31781388,Solace House,212980605,Maurice,Westmorland,Moncton,46.10047,-64.80416,Entire home/apt,141,2,22,2019-09-15,3.24,1,142
31847600,Cottage on the water,203352698,Carrie,Kent,Dundas,46.32674,-64.62259,Entire home/apt,80,2,18,2019-09-02,4.58,1,195
31860680,Coastal Haven,238789756,Samantha,Charlotte,Saint Patrick,45.18137,-66.98649,Entire home/apt,129,1,28,2019-09-15,3.68,1,211
31861149,Tides 2- St. Andrews Waterfront Apartment,219885619,Janice,Charlotte,Saint Andrews,45.07179,-67.05188,Entire home/apt,145,7,0,,,2,110
31872537,My Fathers Place,61227945,Daren,Carleton,Aberdeen,46.54503,-67.2317,Entire home/apt,76,1,0,,,1,365
31885179,The Eighth Lounge- 2 Bedroom (Non Smoking),161052879,Emelie,Westmorland,Moncton,46.08861,-64.80306,Entire home/apt,89,2,28,2019-09-11,4.64,2,169
31887645,Downtown Ziggurat - Philosopher's Haven on the TOP,743786,William,Westmorland,Moncton,46.09546,-64.79272,Hotel room,50,1,11,2019-08-25,2.06,3,46
31894344,Double Room / Chambre avec Lit double,145568276,Carole,Westmorland,Shediac,46.22087,-64.53892,Private room,74,1,4,2019-08-30,1.74,4,100
31900569,Florina Beach,10834184,Shannon,Kent,Dundas,46.38205,-64.61477,Entire home/apt,175,5,9,2019-09-19,3.03,1,210
31901834,Beautiful cozy cottage few minutes walk to beach,39864275,Jeffrey & Bella,Westmorland,Shediac,46.23626,-64.48642,Entire home/apt,170,2,1,2019-06-24,0.31,2,115
31906570,L'Ancestrale à Willie,239178948,Myrèse Et Aldéric,Gloucester,Shippagan,47.86776,-64.64966,Entire home/apt,99,7,0,,,2,252
31921671,♬ Troubadour suite in the heart of Moncton!,36750612,Steve And Tammy,Westmorland,Moncton,46.09338,-64.78903,Private room,29,1,34,2019-08-19,4.29,4,352
31922421,Maison sur la plage vue 260◦ sur la mer,49749831,Claudine,Gloucester,Shippagan,47.81245,-64.70606,Entire home/apt,215,5,2,2019-08-17,0.95,1,14
31955912,Garden Apartment Near The Beach,19235880,Karine Andree,Gloucester,Beresford,47.71638,-65.70263,Entire home/apt,86,2,3,2019-09-02,0.61,1,13
31969367,Entire cottage 45 mins from Moncton,239702816,Heather-Lee,Kent,Weldford,46.56943,-65.01571,Entire home/apt,150,2,9,2019-09-04,2.13,1,148
32019221,BOUTIQUE hotel-style SUITE DOWNTOWN Fredericton,178029294,Traci,York,Fredericton,45.9631,-66.64923,Entire home/apt,69,1,38,2019-09-26,6.83,3,307
32034083,Magnifique propriété au bord de la mer.,240170640,Marie-Eve,Gloucester,New Bandon,47.8261,-65.10243,Entire home/apt,294,2,7,2019-08-08,2.19,1,32
32038410,Take a break from the world-1bdr 1.5bath kit,52808614,James,Queens,Gagetown,45.78289,-66.14798,Private room,46,1,1,2019-04-30,0.20,2,365
32062685,St. Croix Tidal Riverfront  Stay in New Brunswick!,11761557,Debra,Charlotte,Saint Stephen,45.18705,-67.29284,Entire home/apt,150,7,1,2019-06-27,0.32,2,180
32087035,The Country Decorator Holiday House,240652313,Gael,Westmorland,Botsford,46.11056,-63.86443,Entire home/apt,99,1,13,2019-09-14,4.64,1,152
32088107,Our Beach House at Parlee Beach,139535795,Erin,Westmorland,Shediac,46.23235,-64.50053,Entire home/apt,143,3,7,2019-09-02,2.53,1,336
32088355,Cozy ap near Downtown 2mn drive from avenir center,71971721,Aymen,Westmorland,Moncton,46.08488,-64.79687,Entire home/apt,69,1,41,2019-09-15,5.44,8,320
